,영업이익율,EBITDA마진율
6385,0.027,0.098
6386,-0.545,-0.621
6387,-0.317,-0.402
6388,-0.263,-0.413
6389,-0.025,-0.631
6390,0.010,-0.137
6391,-0.376,-0.992
6392,-0.366,-0.886
6393,-0.279,-0.984
6394,-0.207,-0.200
6395,-0.210,-0.002
6396,-0.455,-0.490
6397,-0.265,-0.438
6398,0.065,0.078
6399,-0.202,-0.656
6400,-0.220,-0.228
6401,0.081,-0.303
6402,0.048,0.051
6403,0.037,0.041
6404,0.001,0.001
6405,0.019,0.026
6406,-0.055,-0.079
6407,0.005,0.060
6408,0.032,0.081
6409,0.028,0.092
6410,0.075,0.075
6411,0.077,0.075
6412,0.037,-0.006
6413,0.070,0.054
6414,0.096,0.104
6415,-0.002,0.015
6416,0.048,0.049
6417,0.015,0.018
6418,0.126,0.130
6419,0.031,0.016
6420,0.045,0.052
6421,0.069,0.064
6422,0.072,0.060
6423,0.028,0.047
6424,0.042,0.037
6425,0.069,0.072
6426,0.079,0.070
6427,0.013,0.003
6428,0.053,0.034
6429,0.025,0.034
6430,0.949,0.932
6431,0,0
6432,0.946,0.933
6433,0,
6434,0,0
6435,-0.209,-0.326
6436,-0.427,-0.524
6437,-0.332,-0.346
6438,0.032,-0.052
6439,0.020,-0.041
6440,-0.001,0.126
6441,-0.004,-0.119
6442,-0.296,-1.383
6443,-0.264,0.614
6444,-0.644,-2.151
6445,-0.405,-0.392
6446,-0.410,-2.022
6447,-0.131,-1.013
6448,0.156,0.692
6449,0.244,0.246
6450,0.235,0.165
6451,0.204,0.178
6452,0.068,0.056
6453,0.037,0.017
6454,0.057,0.027
6455,0.050,0.037
6456,0.021,0.019
6457,-0.033,-0.079
6458,0.032,0.017
6459,0.008,0.004
6460,-0.009,-0.015
6461,0.014,-0.017
6462,0.289,0.318
6463,0.279,0.306
6464,0.231,0.284
6465,0.268,0.307
6466,0.171,0.218
6467,0.186,0.306
6468,0.253,0.273
6469,0.167,0.222
6470,0.116,0.109
6471,0.023,0.115
6472,0.051,0.043
6473,0.004,0.026
6474,0.093,0.081
6475,0.075,0.068
6476,0.055,0.043
6477,0.072,0.052
6478,0.061,0.053
6479,0.063,0.047
6480,0.066,0.051
6481,0.064,0.035
6482,0.056,0.252
6483,0.046,0.089
6484,0.068,0.070
6485,0.066,0.044
6486,0.056,0.038
6487,0.055,0.013
6488,0.049,0.384
6489,0.052,0.029
6490,0.024,0.006
6491,0.049,0.112
6492,0.070,0.078
6493,0.285,0.269
6494,0.178,0.219
6495,0.287,0.327
6496,0.114,0.315
6497,0.081,0.247
6498,-0.014,-0.342
6499,-0.240,-0.030
6500,-0.103,-0.230
6501,-0.028,0.013
6502,-0.202,-0.172
6503,-0.211,0.465
6504,-0.157,-0.118
6505,-0.027,0.029
6506,0.023,0.030
6507,-0.137,0.067
6508,-0.096,-0.418
6509,0.001,-0.150
6510,-0.214,1.503
6511,-0.095,-0.158
6512,-0.038,-0.080
6513,-0.100,-0.065
6514,0.020,-0.010
6515,-0.095,-0.117
6516,-0.104,-0.120
6517,0.100,-0.091
6518,0.021,-2.975
6519,0.106,-0.060
6520,0.054,0.229
6521,0.095,-0.229
6522,0.055,-0.032
6523,-0.028,-0.318
6524,0.252,-7.903
6525,-0.036,-0.840
6526,-0.015,-2.260
6527,-0.064,-0.086
6528,-0.219,0.348
6529,-0.423,-1.664
6530,0.030,0.045
6531,0.030,0.032
6532,0.034,-0.001
6533,0.038,0.054
6534,0.049,-0.001
6535,0.057,0.083
6536,0.042,0.032
6537,0.044,0.009
6538,0.019,-0.007
6539,0.022,0.071
6540,0.021,0.042
6541,0.014,0.024
6542,0.042,0.060
6543,0.046,0.066
6544,0.087,0.109
6545,0.062,0.076
6546,0.062,0.109
6547,0.072,0.049
6548,0.078,0.074
6549,0.076,0.045
6550,0.049,0.092
6551,0.020,0.017
6552,0.059,0.074
6553,-0.199,-0.059
6554,-0.252,-0.220
6555,0.366,0.382
6556,0.010,-0.024
6557,0.287,0.357
6558,0.216,0.241
6559,0.105,0.160
6560,0.122,0.122
6561,0.121,0.125
6562,0.067,0.073
6563,-1.054,-0.941
6564,-0.168,-0.146
6565,0.107,0.127
6566,0.038,0.060
6567,-0.661,-0.646
6568,-0.041,0.027
6569,-0.054,-0.029
6570,0.006,0.020
6571,-0.076,-0.058
6572,0.111,0.077
6573,0.166,0.150
6574,0.112,0.050
6575,0.132,0.116
6576,0.096,0.042
6577,0.064,0.003
6578,0.071,0.067
6579,0.071,0.012
6580,0.037,0.010
6581,0.020,0.085
6582,0.057,0.033
6583,0.044,0.033
6584,0.024,0.042
6585,0.075,0.016
6586,0.083,0.191
6587,0.144,0.119
6588,0.121,0.100
6589,0.115,0.115
6590,0.162,0.358
6591,0.161,0.151
6592,0.162,0.151
6593,0.148,0.161
6594,0.142,0.390
6595,0.167,0.173
6596,0.079,0.269
6597,0.088,0.169
6598,0.061,0.148
6599,0.045,0.044
6600,0.063,0.089
6601,0.039,-0.023
6602,0,
6603,0.061,-0.040
6604,0.041,0.018
6605,0.042,-0.006
6606,0.144,0.188
6607,0.152,0.221
6608,0.195,0.149
6609,0.140,0.162
6610,0.194,0.205
6611,0.185,0.168
6612,0.177,0.194
6613,0.078,0.077
6614,0.035,0.025
6615,0.046,0.034
6616,-0.029,-0.036
6617,-0.012,-0.019
6618,0.017,0.010
6619,-0.015,-0.023
6620,0.104,0.101
6621,0.164,0.161
6622,0.130,0.125
6623,-0.004,-0.003
6624,0.011,0.015
6625,-0.037,-0.024
6626,0.003,0.006
6627,0.002,0.002
6628,0.004,0.003
6629,-0.026,-0.026
6630,0.000,-0.001
6631,-0.016,-0.016
6632,0.005,0.004
6633,0.003,0.001
6634,0.078,0.078
6635,-0.042,-0.040
6636,-0.167,-0.235
6637,-0.076,-0.076
6638,0.003,-0.060
6639,-0.224,-0.179
6640,0.162,0.172
6641,0.101,0.086
6642,-0.064,-0.035
6643,0.106,0.131
6644,0.034,0.028
6645,0.079,-0.132
6646,0.141,0.134
6647,0.252,0.248
6648,0.163,0.166
6649,0.193,0.113
6650,0.239,0.302
6651,0.243,0.247
6652,0.150,0.162
6653,0.155,0.102
6654,0.187,0.205
6655,0.139,0.058
6656,-0.018,0.018
6657,-0.282,-0.257
6658,-0.304,-0.325
6659,-0.221,-0.292
6660,-0.191,-0.270
6661,-0.196,-0.177
6662,-0.178,-0.222
6663,-0.262,-0.561
6664,-0.206,-0.623
6665,-0.110,-0.138
6666,-0.176,0.006
6667,-0.200,-0.354
6668,-0.290,-0.722
6669,0.147,0.089
6670,0.021,-0.481
6671,0.099,0.103
6672,0.057,0.069
6673,0.062,0.039
6674,0.041,-0.037
6675,-0.054,-0.120
6676,-0.153,-0.131
6677,0.034,0.041
6678,-0.003,-0.012
6679,0.040,0.053
6680,0.008,-0.017
6681,0.024,0.033
6682,0.041,0.046
6683,0.035,0.019
6684,0.011,0.008
6685,0.038,0.066
6686,-0.001,-0.003
6687,0.018,0.024
6688,-0.009,0.004
6689,0.033,1.691
6690,-0.040,0.066
6691,0.129,0.138
6692,0.244,0.198
6693,0.148,0.183
6694,0.205,0.241
6695,0.194,0.197
6696,0.163,0.187
6697,0.151,0.200
6698,0.182,0.180
6699,0.231,0.235
6700,0.174,0.277
6701,0.060,0.146
6702,0.207,0.263
6703,0.161,0.165
6704,0.121,0.124
6705,0.047,0.051
6706,0.115,0.121
6707,-0.085,-0.079
6708,0.149,0.148
6709,0.011,0.022
6710,0.162,0.161
6711,-0.200,-0.202
6712,-0.026,-0.065
6713,-0.039,-0.065
6714,0.075,0.058
6715,-0.285,-0.346
6716,-0.133,-1.127
6717,-0.249,-0.301
6718,-0.121,-0.457
6719,-0.324,-0.341
6720,0.044,0.015
6721,0.049,0.031
6722,0.002,-0.030
6723,0.032,0.002
6724,0.047,0.012
6725,0.014,0.012
6726,0.029,0.018
6727,0.010,-0.017
6728,0.007,-0.004
6729,0.025,0.025
6730,-0.018,-0.052
6731,-0.104,-0.132
6732,-0.168,-0.182
6733,-0.163,-0.187
6734,0.020,0.026
6735,0.045,0.095
6736,0.045,0.026
6737,0.016,0.009
6738,0.038,0.033
6739,0.160,0.019
6740,0.011,0.010
6741,0.080,0.043
6742,0.062,0.069
6743,0.049,-0.013
6744,0.107,0.099
6745,0.055,-0.013
6746,0.130,0.157
6747,0.119,0.134
6748,0.107,0.082
6749,0.179,0.179
6750,0.249,0.495
6751,0.252,0.242
6752,0.241,0.282
6753,0.287,0.374
6754,0.405,0.469
6755,0.389,0.525
6756,0.295,0.334
6757,0.239,0.447
6758,0.184,0.026
6759,0.256,0.193
6760,0.225,0.172
6761,0.345,0.537
6762,0.272,0.285
6763,0.408,0.605
6764,0.242,0.233
6765,0.279,0.288
6766,0.101,0.172
6767,0.166,0.171
6768,-0.075,-0.064
6769,-0.103,-0.367
6770,-0.116,-0.107
6771,-0.086,-0.065
6772,0.144,0.146
6773,0.180,-0.257
6774,0.055,0.062
6775,-0.289,-0.270
6776,-0.162,-0.185
6777,-0.117,-0.104
6778,-0.031,-0.194
6779,-0.176,-0.166
6780,-0.137,-0.367
6781,-0.150,-0.166
6782,-0.334,-1.560
6783,-0.301,-0.487
6784,0.090,0.125
6785,-0.009,-0.029
6786,0.077,0.164
6787,0.043,0.076
6788,0.001,0.004
6789,0.006,0.019
6790,-0.050,-0.043
6791,0.004,0.006
6792,-0.003,0.054
6793,0.012,0.014
6794,0.057,-0.031
6795,0.018,-0.041
6796,-0.015,0.040
6797,0.035,0.054
6798,0.008,0.069
6799,0.046,0.101
6800,-0.036,-0.046
6801,0.020,0.037
6802,0.022,0.047
6803,0.079,0.058
6804,0.072,0.110
6805,0.457,0.469
6806,0.455,0.437
6807,0.219,0.220
6808,0.238,0.207
6809,0.218,0.209
6810,0.216,0.205
6811,0.206,0.155
6812,0.197,0.181
6813,0.181,0.163
6814,0.135,0.160
6815,-0.144,-0.204
6816,-0.096,-0.100
6817,-0.185,-0.254
6818,-0.156,-0.264
6819,-0.022,-0.049
6820,-0.064,0.035
6821,-0.034,-0.049
6822,0.027,0.018
6823,-0.171,-0.180
6824,-0.205,-0.316
6825,-0.363,-0.386
6826,-0.339,-0.481
6827,-0.515,-0.648
6828,-0.596,-1.113
6829,-0.204,-0.141
6830,-0.510,-2.894
6831,-0.821,0.785
6832,-0.608,-1.443
6833,-2.089,-2.273
6834,0.092,0.117
6835,0.050,0.132
6836,-0.015,-0.038
6837,0.034,0.066
6838,0.079,0.056
6839,0.088,0.114
6840,0.083,0.101
6841,0.062,0.060
6842,0.076,0.103
6843,0.046,0.122
6844,0.051,0.047
6845,0.046,0.077
6846,0.060,0.086
6847,0.082,0.152
6848,0.022,0.062
6849,0.032,0.062
6850,0.048,0.145
6851,0.004,0.062
6852,-0.014,0.011
6853,0.059,0.098
6854,0.003,0.060
6855,0.094,0.106
6856,0.073,0.094
6857,0.049,0.064
6858,0.083,0.095
6859,0.035,0.042
6860,0.042,0.039
6861,0.081,0.086
6862,0.065,0.069
6863,0.020,0.029
6864,0.058,0.059
6865,0.099,0.106
6866,0.070,0.075
6867,0.009,0.018
6868,0.031,0.037
6869,0.056,0.062
6870,0.054,0.054
6871,0.054,0.080
6872,0.042,0.034
6873,0.132,0.127
6874,0.081,0.078
6875,0,0
6876,0.060,-0.118
6877,0.066,0.085
6878,0.020,0.027
6879,0.038,0.139
6880,0.094,0.141
6881,0.042,0.056
6882,0.068,0.065
6883,0.076,0.099
6884,0.075,0.033
6885,0.069,0.078
6886,0.066,0.060
6887,0.074,0.165
6888,0.059,0.060
6889,0.056,0.061
6890,0.073,0.083
6891,0.015,0.407
6892,-0.036,-0.048
6893,0.002,0.101
6894,0.044,0.076
6895,0.011,0.015
6896,-0.023,0.006
6897,0.001,-0.088
6898,0.005,0.083
6899,0.002,-0.050
6900,0.002,-0.385
6901,0.001,-0.111
6902,0.003,0.043
6903,0.016,0.020
6904,0.013,0.069
6905,0.042,0.033
6906,0.089,0.075
6907,0.034,0.013
6908,0.072,0.057
6909,0.076,0.074
6910,0.096,0.095
6911,0.021,0.035
6912,0.083,0.076
6913,0.076,0.088
6914,0.093,0.104
6915,0.031,0.049
6916,0.078,0.083
6917,0.065,0.078
6918,0.064,0.068
6919,-0.028,-0.047
6920,-0.003,0.076
6921,0.002,-0.014
6922,0.004,0.119
6923,0.015,-0.005
6924,0.007,0.015
6925,0.009,0.227
6926,0.013,-0.007
6927,0.016,-0.005
6928,0.014,0.042
6929,0.021,0.004
6930,0.022,-0.010
6931,0.031,-0.001
6932,0.026,0.007
6933,0.029,0.013
6934,0.029,0.012
6935,0.028,0.000
6936,-0.084,7.201
6937,-0.088,1.088
6938,0.021,0.010
6939,-0.013,-0.017
6940,-0.186,-0.358
6941,-0.058,-0.080
6942,-0.037,-0.068
6943,-0.051,-0.029
6944,-0.059,0.093
6945,0.047,0.040
6946,0.062,0.016
6947,0.059,0.019
6948,0.052,0.018
6949,0.072,0.055
6950,0.076,0.050
6951,0.071,0.061
6952,0.070,0.052
6953,0.047,0.068
6954,0.046,0.036
6955,0.040,0.049
6956,-0.013,-0.046
6957,0.070,0.007
6958,0.040,-0.014
6959,0.052,0.045
6960,0.063,0.058
6961,0.070,0.065
6962,0.056,0.080
6963,0.060,0.057
6964,-0.229,-0.206
6965,-0.064,0.000
6966,0.201,0.207
6967,0.115,0.236
6968,-0.232,-0.137
6969,0.059,0.129
6970,0.069,0.156
6971,-0.029,-0.203
6972,0.145,0.031
6973,0.154,0.283
6974,0.884,0.707
6975,0.877,1.120
6976,0.807,1.637
6977,1.506,1.241
6978,1.124,3.376
6979,-0.056,-0.406
6980,0.735,1.214
6981,0.092,0.952
6982,-1.391,-0.527
6983,-0.594,1.141
6984,0.615,1.043
6985,1.080,3.889
6986,-2.813,-3.646
6987,1.173,0.040
6988,0.104,-0.536
6989,-0.216,2.509
6990,0.653,0.284
6991,1.421,3.961
6992,0.078,0.064
6993,0.066,0.057
6994,0.072,0.061
6995,0.070,0.059
6996,0.071,0.061
6997,0.069,0.056
6998,0.064,0.055
6999,0.070,0.064
7000,0.077,0.070
7001,0.061,0.053
7002,0.066,0.060
7003,0.048,0.042
7004,0.047,0.041
7005,0.056,0.047
7006,0.070,0.062
7007,0.077,0.065
7008,0.076,0.069
7009,0.068,0.027
7010,0.090,0.084
7011,0.086,0.069
7012,0.085,0.077
7013,0.039,0.024
7014,0.064,0.047
7015,0.069,0.042
7016,0.067,0.020
7017,-0.067,-0.111
7018,-0.042,-0.048
7019,0.013,-0.035
7020,-0.039,-0.159
7021,0.039,0.010
7022,0.017,0.170
7023,0.006,-0.048
7024,0.008,0.035
7025,0.059,0.067
7026,0.028,0.018
7027,0.033,0.111
7028,0.046,0.127
7029,0.099,0.093
7030,0.064,0.137
7031,0.101,0.343
7032,0.355,0.351
7033,0.316,0.439
7034,0.439,0.560
7035,0.663,0.719
7036,0.314,0.176
7037,0.032,0.033
7038,0.064,0.100
7039,0.066,0.066
7040,0.031,0.020
7041,0.028,0.041
7042,0.135,0.139
7043,0.164,0.167
7044,0.227,0.278
7045,0.172,0.138
7046,0.011,0.019
7047,-0.038,-0.057
7048,-0.040,-0.035
7049,0.005,-0.017
7050,0.026,0.028
7051,-0.024,-0.027
7052,0.023,0.018
7053,0.021,0.021
7054,0.028,0.026
7055,0.007,0.027
7056,0.012,0.005
7057,0.031,0.027
7058,-0.031,-0.011
7059,0.006,0.008
7060,0.041,0.039
7061,0.028,0.023
7062,-0.028,-0.024
7063,0.025,0.018
7064,0.013,0.010
7065,0.045,0.015
7066,0.011,-0.010
7067,0.190,0.188
7068,0.028,0.007
7069,0.093,0.097
7070,0.062,0.061
7071,0.176,0.145
7072,-0.124,-0.149
7073,0.057,-0.002
7074,0.137,0.174
7075,0.037,0.015
7076,0.084,0.082
7077,0.161,0.825
7078,0.097,0.203
7079,0.104,0.089
7080,0.090,0.192
7081,0.141,0.131
7082,0.119,0.140
7083,0.164,0.206
7084,0.076,0.098
7085,0.193,0.330
7086,0.091,0.123
7087,0.245,0.257
7088,0.346,0.365
7089,0.334,0.355
7090,0.186,0.207
7091,0.180,0.201
7092,0.336,0.352
7093,0.352,0.353
7094,0.022,0.085
7095,0.137,0.174
7096,0.368,0.359
7097,0.011,0.029
7098,0.019,0.026
7099,-0.054,-0.038
7100,0.001,0.019
7101,-0.032,-0.039
7102,-0.003,0.012
7103,-0.002,0.002
7104,0.006,0.049
7105,-0.049,-0.053
7106,-0.015,0.001
7107,-0.011,0.001
7108,0.004,0.011
7109,-0.018,0.015
7110,-0.010,0.006
7111,-0.004,0.019
7112,-0.024,-0.007
7113,0.006,0.047
7114,0.005,-0.011
7115,-0.030,0.041
7116,0.171,0.177
7117,0.102,0.100
7118,0.103,0.096
7119,0.127,0.124
7120,0.183,0.179
7121,0.132,0.141
7122,0.138,0.139
7123,-0.035,-0.062
7124,0.026,0.014
7125,-0.032,-0.016
7126,-0.009,-0.063
7127,-0.021,-0.078
7128,0.007,0.020
7129,-0.021,-0.029
7130,-0.060,-0.105
7131,-0.066,-0.086
7132,0.024,0.029
7133,0.022,-0.001
7134,-0.037,-0.061
7135,0.003,0.000
7136,0.074,0.063
7137,0.031,0.035
7138,0.018,-0.088
7139,-0.028,-0.021
7140,-0.047,-0.085
7141,-0.002,-0.028
7142,-0.002,-0.023
7143,0.007,-0.019
7144,0.015,0.008
7145,0.016,0.011
7146,0.031,0.037
7147,0.026,0.063
7148,0.049,0.110
7149,0.034,0.033
7150,0.052,0.054
7151,0.042,0.053
7152,0.053,0.131
7153,0.054,0.082
7154,0.040,0.045
7155,0.046,0.041
7156,0.053,0.050
7157,0.061,0.070
7158,0.051,0.049
7159,0.052,0.053
7160,0.012,0.009
7161,0.028,0.023
7162,0.029,0.027
7163,0.005,0.004
7164,0.027,0.020
7165,0.029,0.029
7166,0.020,0.015
7167,0.003,-0.001
7168,0.014,0.007
7169,0.024,0.017
7170,0.011,0.005
7171,0.011,0.003
7172,0.011,0.007
7173,0.022,0.019
7174,0.016,0.011
7175,0.053,0.053
7176,0.125,0.125
7177,0.144,0.141
7178,-0.028,-0.047
7179,-0.320,-0.292
7180,-0.164,-0.163
7181,0.230,0.196
7182,-0.031,-0.082
7183,-0.235,-0.185
7184,-0.006,-0.049
7185,-0.209,-0.225
7186,0.065,0.046
7187,0.113,0.099
7188,-0.085,-0.125
7189,-0.113,-0.135
7190,0.006,-0.115
7191,0.084,0.069
7192,-0.109,-0.139
7193,-0.092,-0.118
7194,0.017,-0.011
7195,0.144,0.121
7196,-0.126,-0.168
7197,-0.047,-0.092
7198,0.062,0.010
7199,0.157,0.139
7200,-0.086,-0.107
7201,-0.093,-0.116
7202,0.017,0.018
7203,0.029,0.052
7204,0.013,0.018
7205,0.028,0.029
7206,0.029,0.032
7207,0.019,0.024
7208,0.003,0.009
7209,0.022,0.027
7210,0.028,0.032
7211,0.017,0.018
7212,0.004,0.013
7213,0.029,0.029
7214,0.044,0.047
7215,0.032,0.031
7216,0.031,0.036
7217,0.030,0.030
7218,0.018,0.027
7219,0.023,0.022
7220,0.046,0.050
7221,-0.009,0.002
7222,0.003,0.007
7223,0.038,0.019
7224,0.046,0.064
7225,0.065,0.055
7226,0.046,0.025
7227,-0.101,-0.141
7228,-0.042,-0.157
7229,0.049,0.067
7230,0.017,-0.029
7231,-0.012,-0.019
7232,0.028,0.027
7233,0.201,0.239
7234,0.251,0.238
7235,0.265,0.247
7236,0.023,0.009
7237,-0.152,-0.179
7238,0.142,0.136
7239,0.059,0.015
7240,0.012,0.163
7241,-0.014,-0.036
7242,0.063,0.098
7243,0.065,0.024
7244,-0.672,-0.715
7245,-0.033,-0.080
7246,-0.022,-0.009
7247,0.039,0.006
7248,0.033,0.039
7249,0.029,0.031
7250,0.120,0.114
7251,0.022,-0.453
7252,0.033,0.033
7253,0.072,0.229
7254,0.068,0.038
7255,0.054,0.091
7256,0.018,0.042
7257,0.058,0.055
7258,0.019,0.009
7259,0.033,0.036
7260,0.019,0.067
7261,0.073,0.068
7262,0.021,0.048
7263,0.059,0.055
7264,0.061,0.051
7265,0.040,0.034
7266,0.021,0.041
7267,0.034,0.027
7268,0.029,0.042
7269,0.008,-0.020
7270,0.056,0.037
7271,0.015,-0.009
7272,0.020,0.007
7273,0.024,0.007
7274,0.032,-0.021
7275,0.025,0.005
7276,0.041,0.029
7277,0.029,-0.001
7278,0.027,0.009
7279,0.017,0.012
7280,0.024,0.013
7281,0.018,0.010
7282,0.020,0.009
7283,0.012,0.022
7284,0.037,0.009
7285,0.026,0.007
7286,0.030,0.013
7287,0.016,0.013
7288,0.041,0.047
7289,-0.002,0.010
7290,0.059,0.062
7291,0.054,0.061
7292,0.071,0.085
7293,0.101,-0.472
7294,-0.049,0.391
7295,-0.183,-0.173
7296,-0.211,-0.312
7297,0.026,0.028
7298,0.056,0.050
7299,0.053,0.028
7300,0.051,0.018
7301,0.011,-0.082
7302,0.066,0.097
7303,0.025,-0.014
7304,0.032,-0.089
7305,-0.515,-0.481
7306,0.078,0.021
7307,0.028,-0.015
7308,0.013,-0.075
7309,0.072,-0.013
7310,0.031,0.235
7311,0.033,-0.133
7312,0.635,1.690
7313,0.633,0.922
7314,0.800,0.758
7315,0.425,0.511
7316,0.420,0.483
7317,0.398,0.553
7318,0.609,0.660
7319,0.833,0.740
7320,0.314,0.372
7321,0.568,-0.736
7322,-0.419,-3.658
7323,-0.222,-0.444
7324,-0.158,-0.227
7325,-0.262,-0.249
7326,-0.046,-0.029
7327,0.110,0.098
7328,-0.081,-0.086
7329,0.027,0.023
7330,0.045,0.031
7331,0.026,0.022
7332,0.021,0.019
7333,0.044,0.038
7334,0.027,0.024
7335,0.026,0.025
7336,-0.060,-0.030
7337,-0.099,-0.076
7338,-0.108,-0.142
7339,-0.167,-0.163
7340,-0.421,-0.430
7341,-0.288,-0.312
7342,-0.233,-0.242
7343,0.018,0.018
7344,0.014,0.011
7345,-0.049,-0.053
7346,-0.202,-0.452
7347,0.020,0.430
7348,0.108,-0.010
7349,-0.085,-0.098
7350,-0.116,-0.042
7351,0.076,0.083
7352,0.411,0.417
7353,0.080,-0.165
7354,0.001,0.012
7355,-0.064,-0.158
7356,-0.015,-0.007
7357,-0.070,-0.125
7358,-0.607,-0.571
7359,-0.159,-0.211
7360,0.092,0.082
7361,0.082,0.058
7362,0.122,0.082
7363,0.083,0.067
7364,0.056,0.005
7365,0.055,0.048
7366,0.165,0.155
7367,0.096,0.071
7368,0.061,0.032
7369,0.178,0.188
7370,-0.037,-0.082
7371,0.085,0.047
7372,0.118,0.028
7373,0.104,-0.181
7374,0.079,0.071
7375,0.065,0.036
7376,0.076,0.086
7377,0.074,0.074
7378,0.145,0.009
7379,0.075,0.083
7380,0.056,-0.091
7381,0.067,0.106
7382,0.038,0.055
7383,0.041,0.011
7384,0.045,0.038
7385,0.016,0.089
7386,0.068,0.075
7387,0.047,0.069
7388,0.040,0.055
7389,0.090,0.092
7390,-0.188,0.248
7391,0.140,0.120
7392,0.113,0.021
7393,0.119,0.083
7394,0.036,0.452
7395,0.084,0.050
7396,0.122,0.351
7397,-0.055,-0.039
7398,0.069,0.052
7399,0.007,0.053
7400,0.018,0.008
7401,-0.032,-0.049
7402,0.062,0.033
7403,0.026,0.000
7404,0.022,0.136
7405,-0.052,0.697
7406,0.054,-1.274
7407,0.030,0.199
7408,0.026,-0.526
7409,-0.039,-0.397
7410,0.090,0.085
7411,0.051,-0.468
7412,0.033,-0.240
7413,-0.032,-0.749
7414,0.083,0.265
7415,0.036,0.566
7416,0.039,0.301
7417,-0.026,0.825
7418,0.083,-0.023
7419,0.036,1.178
7420,0.120,0.142
7421,0.078,0.043
7422,0.080,0.092
7423,0.045,0.018
7424,0.062,0.093
7425,0.039,0.059
7426,0.047,0.050
7427,0.001,0.018
7428,0.029,0.065
7429,-0.007,0.007
7430,0.008,-0.013
7431,0.018,0.051
7432,0.050,0.035
7433,0.032,0.069
7434,0.037,0.049
7435,0.062,0.112
7436,0.112,0.116
7437,0.085,0.090
7438,0.070,0.061
7439,0.053,0.090
7440,0.036,0.048
7441,0.025,0.070
7442,-0.625,-0.701
7443,-0.745,-0.629
7444,0.140,0.184
7445,0.004,0.008
7446,-1.337,-1.540
7447,-1.688,-0.851
7448,-0.921,-1.325
7449,-0.204,-0.290
7450,-1.308,-1.691
7451,-0.930,-1.979
7452,-1.352,-2.597
7453,-0.907,-2.314
7454,-0.839,-1.994
7455,-0.578,-2.198
7456,-2.423,-5.920
7457,-0.130,-1.531
7458,-7.058,-5.198
7459,0.016,0.014
7460,0.007,0.004
7461,0.006,0.015
7462,0.013,0.008
7463,0.017,0.028
7464,0.018,0.017
7465,0.010,0.008
7466,0.013,0.017
7467,0.019,0.021
7468,0.017,0.003
7469,0.019,0.023
7470,0.020,0.018
7471,0.022,0.019
7472,0.019,0.010
7473,0.013,0.007
7474,0.021,0.018
7475,0.025,0.015
7476,0.024,0.028
7477,0.016,0.019
7478,0.022,0.025
7479,0.043,0.037
7480,0.050,0.053
7481,0.047,0.036
7482,0.086,0.044
7483,-0.003,-0.140
7484,0.020,0.280
7485,-0.093,-0.106
7486,-0.026,0.030
7487,-0.186,-0.411
7488,-0.368,-39.208
7489,0.159,0.141
7490,0.121,0.138
7491,0.086,0.053
7492,0.103,0.107
7493,0.068,0.088
7494,0.072,0.092
7495,0.108,0.110
7496,0.076,0.082
7497,0.050,0.087
7498,0.029,0.056
7499,0.080,0.088
7500,0.123,0.126
7501,0.130,0.128
7502,0.115,0.117
7503,0.120,0.113
7504,0.125,0.115
7505,0.056,0.052
7506,0.077,0.073
7507,-0.055,-0.069
7508,-0.017,-0.027
7509,-0.077,-0.098
7510,0.046,0.025
7511,0.035,0.034
7512,0.044,-0.083
7513,0.026,0.030
7514,0.092,0.114
7515,0.010,0.016
7516,0.041,0.059
7517,0.136,0.132
7518,0.018,0.021
7519,0.249,0.254
7520,0.097,0.116
7521,0.210,0.203
7522,0.143,0.137
7523,0.194,0.197
7524,0.072,0.086
7525,0.154,0.155
7526,0.049,-0.024
7527,0.128,0.176
7528,0.102,0.149
7529,0.145,0.197
7530,0.132,0.178
7531,0.172,0.223
7532,0.182,0.220
7533,0.179,1.079
7534,0.151,0.451
7535,0.135,0.242
7536,0.135,0.226
7537,0.225,0.288
7538,-0.093,-0.196
7539,-0.099,0.092
7540,0.008,0.450
7541,-0.016,0.126
7542,-0.159,-0.125
7543,-0.074,0.103
7544,0.004,0.673
7545,0.042,0.179
7546,0.020,0.001
7547,0.052,0.533
7548,0.011,1.014
7549,-0.029,0.000
7550,-0.011,0.027
7551,-0.005,0.214
7552,0.037,0.915
7553,0.112,0.113
7554,0.033,-0.034
7555,0.077,0.290
7556,0.147,0.778
7557,0.158,0.164
7558,0.119,0.125
7559,0.047,0.042
7560,-0.074,-0.874
7561,-0.335,-0.749
7562,-0.336,-1.627
7563,0.091,0.068
7564,-0.079,0.030
7565,-0.268,-0.285
7566,-0.248,-0.250
7567,0.108,0.110
7568,0.037,0.038
7569,0.025,0.028
7570,0.017,0.028
7571,0.039,0.072
7572,0.172,-0.225
7573,0.193,0.190
7574,0.154,0.154
7575,0.091,0.110
7576,0.130,0.134
7577,0.090,0.117
7578,0.050,0.058
7579,0.068,0.079
7580,0.058,0.050
7581,0.047,0.059
7582,0.032,0.021
7583,0.049,0.083
7584,0.040,0.067
7585,0.030,0.041
7586,-0.009,0.004
7587,0.000,0.021
7588,-0.014,-0.038
7589,0.001,0.002
7590,-0.002,-0.006
7591,0.052,0.054
7592,0.036,0.076
7593,0.023,0.013
7594,-0.039,-0.026
7595,-0.022,-0.042
7596,0.043,0.033
7597,0.011,-0.037
7598,0.016,0.017
7599,0.048,0.041
