,영업이익율,EBITDA마진율
1266,-0.056,-0.161
1267,-0.060,-0.128
1268,-0.059,-0.078
1269,0.121,0.224
1270,0.187,0.272
1271,0.112,0.208
1272,0.144,0.220
1273,0.060,0.080
1274,0.217,-0.236
1275,0.098,0.211
1276,0,
1277,0,
1278,0,
1279,0,
1280,0,
1281,0.388,0.420
1282,0.441,0.527
1283,0.498,0.544
1284,0.377,0.435
1285,0.446,0.492
1286,0.334,0.400
1287,0.467,0.517
1288,0.395,0.349
1289,0.418,0.396
1290,0.328,-0.131
1291,0.329,0.323
1292,0.309,0.182
1293,0.281,0.293
1294,-0.241,-0.282
1295,-0.185,-0.199
1296,-0.099,-0.079
1297,-0.167,-0.208
1298,-0.347,0.053
1299,-0.187,-0.129
1300,-0.148,-0.157
1301,0.176,0.197
1302,-0.017,-0.020
1303,0.095,0.092
1304,0.106,0.116
1305,0.022,-0.173
1306,0.003,0.002
1307,-0.007,-0.019
1308,0.017,0.027
1309,0.002,-0.074
1310,-0.573,-0.376
1311,0.050,0.005
1312,-0.004,-0.002
1313,-0.075,-0.064
1314,-0.103,-0.367
1315,-0.116,-0.107
1316,-0.053,0.012
1317,-0.180,-0.174
1318,-0.086,-0.065
1319,0.144,0.146
1320,0.180,-0.257
1321,0.055,0.062
1322,-0.721,-0.946
1323,-2.479,-3.138
1324,-1.038,-1.526
1325,-1.078,-1.667
1326,-1.593,-1.194
1327,-0.630,-1.150
1328,-0.514,-0.727
1329,-0.927,2.854
1330,-1.709,-3.991
1331,-1.345,-2.100
1332,-0.157,-0.614
1333,-0.255,-0.300
1334,0.058,0.068
1335,-0.194,-0.407
1336,-0.291,-0.320
1337,0.063,0.043
1338,0.180,0.106
1339,0.001,0.001
1340,0.035,0.008
1341,0.063,0.065
1342,-0.043,-0.052
1343,-0.664,-0.720
1344,-0.112,-0.123
1345,0.058,0.054
1346,0.018,0.015
1347,-0.141,-0.117
1348,0.007,0.026
1349,-0.172,-0.202
1350,-0.244,-0.319
1351,-0.302,-0.317
1352,-0.143,-0.123
1353,-0.478,-0.736
1354,-0.127,0.204
1355,0.071,-0.007
1356,-0.196,-0.248
1357,0.113,0.086
1358,0.020,0.005
1359,-0.021,-0.026
1360,0.060,0.067
1361,0.126,0.119
1362,0.117,0.140
1363,0.101,0.098
1364,0.072,0.098
1365,0.081,0.093
1366,0.112,0.110
1367,0.094,0.108
1368,0.117,0.111
1369,0.050,0.083
1370,0.065,0.064
1371,0.092,1.261
1372,0.061,0.072
1373,0.040,0.015
1374,0.068,0.502
1375,0.091,0.039
1376,0.064,0.069
1377,0.049,0.038
1378,0.058,0.029
1379,0.061,0.588
1380,0.025,-0.227
1381,0.017,-0.198
1382,-0.117,-0.208
1383,0.077,0.164
1384,0.043,0.076
1385,0.001,0.004
1386,0.006,0.019
1387,-0.050,-0.043
1388,0.004,0.006
1389,-0.003,0.054
1390,0.012,0.014
1391,0.057,-0.031
1392,0.018,-0.041
1393,-0.015,0.040
1394,0.026,0.040
1395,0.082,0.128
1396,-0.036,-0.046
1397,0.020,0.037
1398,0.022,0.047
1399,0.079,0.058
1400,0.072,0.110
1401,0.331,0.357
1402,0.229,0.237
1403,-0.067,-0.115
1404,0.111,-0.033
1405,0.031,-0.157
1406,0.099,0.093
1407,0.096,0.091
1408,0.123,0.102
1409,0.105,0.088
1410,0.090,0.084
1411,0.006,-0.465
1412,-0.037,0.448
1413,0.008,-0.041
1414,0.171,-0.212
1415,-0.393,0.066
1416,-0.029,-0.350
1417,-0.130,0.137
1418,0.213,0.155
1419,0.308,0.264
1420,-0.081,-0.076
1421,-0.024,-0.039
1422,0.038,0.008
1423,0.134,0.107
1424,-0.185,-0.180
1425,0.040,0.012
1426,0.056,0.075
1427,0.125,0.115
1428,-0.179,-0.214
1429,0.027,0.020
1430,0.076,0.074
1431,0.109,0.088
1432,-0.191,-0.219
1433,0.031,0.014
1434,0.035,0.023
1435,0.073,0.066
1436,-0.171,-0.240
1437,0.014,0.001
1438,0.076,0.030
1439,0.111,0.116
1440,-0.101,-0.103
1441,0.052,0.033
1442,0.075,0.078
1443,0.072,0.068
1444,-0.183,-0.267
1445,0.054,0.052
1446,0.057,0.095
1447,0.032,0.033
1448,0.071,0.079
1449,0.056,0.059
1450,0.038,0.041
1451,0.023,0.028
1452,0.102,0.105
1453,0.003,-0.008
1454,0.039,0.027
1455,-0.037,-0.037
1456,0.069,0.074
1457,-0.002,0.004
1458,0.017,0.022
1459,0.014,0.021
1460,-0.004,-0.002
1461,-0.004,0.000
1462,0.004,0.007
1463,0.184,0.201
1464,0.169,0.133
1465,0.129,0.155
1466,0.164,0.074
1467,0.142,0.167
1468,0.077,0.156
1469,0.100,0.116
1470,0.092,0.114
1471,0.088,0.097
1472,0.079,0.088
1473,0.072,0.080
1474,0.105,0.136
1475,0.094,0.101
1476,0.084,0.085
1477,0.131,0.134
1478,0.054,0.059
1479,0.069,0.071
1480,-0.775,-0.671
1481,-0.176,0.007
1482,-0.131,-0.113
1483,-0.265,-0.194
1484,-0.423,-0.312
1485,-0.305,0.010
1486,-0.306,0.012
1487,-0.396,-0.529
1488,-0.121,0.013
1489,-0.135,0.125
1490,-0.311,-0.129
1491,-0.335,-0.844
1492,-0.207,-0.314
1493,-0.170,0.019
1494,-0.571,-0.943
1495,-0.438,-0.860
1496,-1.252,-0.759
1497,-0.330,-0.183
1498,-0.764,-3.482
1499,-0.644,-4.199
1500,-0.855,-0.638
1501,-0.551,-3.380
1502,-0.620,-0.516
1503,0.032,0.017
1504,0.035,0.017
1505,0.019,0.017
1506,0.042,0.042
1507,0.026,0.022
1508,0.022,0.020
1509,-0.006,-0.013
1510,0.040,0.027
1511,0.013,0.006
1512,0.016,-0.011
1513,-0.013,-0.017
1514,0.053,0.045
1515,0.023,0.017
1516,0.032,-0.043
1517,0.010,0.003
1518,0.033,0.028
1519,0.044,0.039
1520,0.027,0.015
1521,0.028,0.023
1522,0.045,0.039
1523,0.036,0.028
1524,0.044,-0.083
1525,0.026,0.030
1526,0.092,0.114
1527,0.010,0.016
1528,0.041,0.059
1529,0.136,0.132
1530,0.018,0.021
1531,0.249,0.254
1532,0.097,0.116
1533,0.210,0.203
1534,0.143,0.137
1535,0.194,0.197
1536,0.072,0.086
1537,0.154,0.155
1538,0.288,0.310
1539,0.609,0.617
1540,0.281,0.304
1541,0.393,0.409
1542,0.288,0.308
1543,0.615,0.623
1544,0.271,0.293
1545,0.398,0.414
1546,0.327,0.348
1547,0.610,0.620
1548,0.285,0.310
1549,0.595,0.605
1550,0.266,0.290
1551,0.405,0.424
1552,0.351,0.370
1553,0.578,0.584
1554,0.231,0.240
1555,0.389,0.398
1556,0.273,0.279
1557,0.036,0.046
1558,0.041,0.049
1559,0.101,0.087
1560,0.080,0.069
1561,0.197,0.205
1562,0.034,0.047
1563,0.127,0.112
1564,0.087,0.023
1565,0.070,0.077
1566,0.061,0.051
1567,0.084,0.065
1568,0.078,0.061
1569,0.063,0.064
1570,0.052,0.074
1571,0.056,0.052
1572,0.021,0.034
1573,0.058,0.053
1574,0.032,0.008
1575,0.032,0.002
1576,0.022,0.034
1577,0.048,0.001
1578,0.044,0.025
1579,-0.021,-0.070
1580,0.047,0.032
1581,-0.041,-0.062
1582,-0.005,-0.045
1583,-0.089,-0.130
1584,-0.082,-0.122
1585,-0.047,0.281
1586,-0.006,-0.030
1587,0.101,0.083
1588,0.059,0.172
1589,-1.507,-0.921
1590,-2.715,-1.974
1591,-1.763,-1.744
1592,-2.306,-1.893
1593,0.381,0.414
1594,-25.150,-22.860
1595,-26.132,-23.686
1596,-2.557,-3.035
1597,-1.131,-0.952
1598,-31.378,-30.049
1599,0,0
1600,-5.425,-4.116
1601,-16.618,-14.626
1602,-1.186,-0.970
1603,-2.781,-2.313
1604,0.068,0.133
1605,0.416,0.572
1606,0.394,0.182
1607,0.560,0.523
1608,0.216,0.174
1609,0.004,0.271
1610,-0.373,-0.333
1611,-0.348,-0.346
1612,-0.376,-0.408
1613,0.339,0.338
1614,0.061,0.657
1615,-0.133,-0.789
1616,0.213,0.052
1617,0.169,1.158
1618,0.297,-0.019
1619,0.082,1.082
1620,-0.541,-1.950
1621,-1.413,-18.950
1622,-0.281,-3.003
1623,0.142,0.188
1624,-0.017,-0.017
1625,-0.002,-0.002
1626,0.006,0.006
1627,0.003,0.002
1628,0.005,0.006
1629,0.016,0.012
1630,0.018,0.013
1631,0.013,0.008
1632,0.020,0.018
1633,0.022,0.017
1634,0.031,0.021
1635,0.022,0.017
1636,0.043,0.034
1637,0.030,0.023
1638,0.035,0.026
1639,0.032,0.023
1640,0.149,0.161
1641,-3.420,-4.070
1642,-1.224,-1.519
1643,-2.536,-2.403
1644,-1.428,-2.053
1645,-0.543,-1.360
1646,-0.439,-0.957
1647,0.204,-2.157
1648,-0.321,-0.368
1649,0.056,-3.244
1650,-2.035,-3.433
1651,-1.524,-2.723
1652,-1.039,-1.774
1653,-1.557,-3.145
1654,-0.885,-2.919
1655,-0.139,0.167
1656,-0.465,-0.500
1657,-0.820,-1.139
1658,-0.619,-0.760
1659,-0.763,-1.369
1660,-0.341,-0.730
1661,-41.221,-38.255
1662,-42.933,-41.408
1663,-49.046,-47.742
1664,-44.816,-41.871
1665,-55.150,-54.767
1666,-96.272,-97.072
1667,-3.521,-3.599
1668,-0.144,-0.204
1669,-0.096,-0.100
1670,-0.185,-0.254
1671,-0.156,-0.264
1672,-0.022,-0.049
1673,0.027,0.018
1674,-0.171,-0.180
1675,-0.205,-0.316
1676,-0.363,-0.386
1677,-0.339,-0.481
1678,-0.515,-0.648
1679,-0.102,-0.396
1680,-0.725,-1.233
1681,-0.596,-1.113
1682,-0.204,-0.141
1683,-0.510,-2.894
1684,-0.821,0.785
1685,-0.608,-1.443
1686,-2.089,-2.273
1687,-1.319,-4.480
1688,0.115,0.121
1689,-0.262,-0.249
1690,-0.046,0.022
1691,0.010,0.006
1692,-0.046,-0.029
1693,0.110,0.098
1694,-0.081,-0.086
1695,0.027,0.023
1696,0.045,0.031
1697,0.026,0.022
1698,0.021,0.019
1699,0.044,0.038
1700,0.027,0.024
1701,0.026,0.025
1702,-0.060,-0.030
1703,-0.099,-0.076
1704,-0.108,-0.142
1705,-0.167,-0.163
1706,-0.421,-0.430
1707,-0.288,-0.312
1708,-0.233,-0.242
1709,0.018,0.018
1710,0.014,0.011
1711,0.121,0.118
1712,0.084,0.090
1713,0.124,0.102
1714,0.118,0.124
1715,0.160,0.160
1716,0.128,0.127
1717,0.110,0.113
1718,0.095,0.102
1719,0.070,0.063
1720,0.086,0.088
1721,0.040,0.067
1722,0.097,0.088
1723,0.021,0.035
1724,0.032,0.036
1725,0.041,0.058
1726,0.081,0.103
1727,0.039,0.072
1728,0.040,0.065
1729,0.014,0.045
1730,-0.005,-0.039
1731,-0.055,-0.059
1732,0.010,-0.005
1733,0.026,0.018
1734,0.052,0.046
1735,0.010,0.005
1736,0.022,0.014
1737,0.003,-0.005
1738,0.033,0.024
1739,-0.056,-0.068
1740,0.024,0.013
1741,0.056,0.031
1742,0.040,0.017
1743,-0.005,-0.032
1744,0.037,-0.002
1745,0.015,0.003
1746,0.068,0.046
1747,0.009,-0.005
1748,0.026,0.016
1749,0.052,0.041
1750,0.029,0.022
1751,-0.053,-0.057
1752,0.035,0.029
1753,0.050,0.061
1754,0.029,0.011
1755,0.039,0.036
1756,0.029,0.028
1757,0.058,0.057
1758,0.017,0.017
1759,0.038,0.031
1760,0.027,0.027
1761,-0.041,-0.055
1762,0.027,0.005
1763,0.027,0.005
1764,0.034,0.039
1765,0.029,0.030
1766,-0.024,-0.015
1767,0.042,0.068
1768,0.095,0.113
1769,0.088,0.136
1770,0.101,0.122
1771,-0.095,-0.111
1772,0.014,0.001
1773,-0.100,-0.113
1774,-0.026,-0.045
1775,0.009,-0.012
1776,0.027,0.015
1777,-0.146,-0.159
1778,-0.068,-0.084
1779,0.022,0.025
1780,0.006,0.020
1781,-0.073,-0.106
1782,0.040,0.014
1783,0.033,0.011
1784,0.037,0.035
1785,0.025,0.009
1786,-0.040,-0.052
1787,0.140,0.148
1788,0.047,0.046
1789,-0.043,-0.051
1790,0.089,0.053
1791,0.055,0.063
1792,0.090,0.089
1793,0.004,0.036
1794,0.172,0.171
1795,0.078,0.092
1796,0.113,0.092
1797,0.262,0.327
1798,0.078,0.071
1799,0.075,0.076
1800,0.073,0.009
1801,0.051,0.057
1802,0.035,-0.065
1803,0.033,0.007
1804,0.034,0.046
1805,0.102,0.125
1806,0.142,0.140
1807,0.088,0.098
1808,0.132,0.145
1809,0.132,0.131
1810,0.080,0.137
1811,0.094,0.071
1812,0.023,-0.005
1813,0.039,-0.003
1814,0.032,0.124
1815,0.121,0.108
1816,0.101,0.032
1817,0.092,0.117
1818,0.050,0.132
1819,-0.015,-0.038
1820,0.034,0.066
1821,0.079,0.056
1822,0.088,0.114
1823,0.083,0.101
1824,0.062,0.060
1825,0.076,0.103
1826,0.046,0.122
1827,0.051,0.047
1828,0.046,0.077
1829,0.060,0.086
1830,0.082,0.152
1831,0.022,0.062
1832,0.032,0.062
1833,0.048,0.145
1834,0.004,0.062
1835,-0.014,0.011
1836,0.006,0.029
1837,-0.004,0.016
1838,0.059,0.098
1839,0.003,0.060
1840,-4.583,-4.066
1841,-4.594,-4.091
1842,-2.392,-2.034
1843,-5.618,-5.183
1844,-283.925,-239.215
1845,0,0
1846,-3.865,-3.902
1847,-10.249,-7.796
1848,-29.508,-24.321
1849,0.777,0.758
1850,0.633,0.922
1851,0.800,0.758
1852,0.425,0.511
1853,0.420,0.483
1854,0.398,0.553
1855,0.424,1.247
1856,0.314,0.372
1857,0.395,0.339
1858,0.531,0.603
1859,0.522,0.613
1860,0.633,0.728
1861,0.548,0.712
1862,0.575,0.707
1863,0.579,0.682
1864,0.502,0.653
1865,0.662,0.701
1866,0.662,1.327
1867,0.614,0.857
1868,0.446,0.562
1869,0.162,0.157
1870,0.149,0.145
1871,0.181,0.174
1872,0.156,0.153
1873,0.210,0.200
1874,0.220,0.240
1875,0.267,0.261
1876,0.223,0.222
1877,0.222,0.220
1878,0.260,0.265
1879,0.214,0.223
1880,0.228,0.234
1881,0.216,0.215
1882,0.199,0.220
1883,0.196,0.195
1884,0.180,0.136
1885,0.154,0.170
1886,0.163,0.168
1887,0.193,0.204
1888,0.124,0.120
1889,0.170,0.061
1890,0.083,0.017
1891,0.153,0.065
1892,0.164,0.159
1893,0.070,0.098
1894,0.075,0.099
1895,0.056,0.031
1896,0.048,9.018
1897,0.013,1.889
1898,0.021,0.064
1899,-0.011,-0.058
1900,0.088,-0.144
1901,-0.052,-0.013
1902,0.233,0.224
1903,0.223,0.238
1904,0.188,0.239
1905,0.212,0.271
1906,0.237,0.316
1907,-0.154,-0.146
1908,0.073,0.124
1909,0.062,0.135
1910,0.356,0.249
1911,0.370,0.323
1912,-4.311,-5.000
1913,-3.989,-4.985
1914,-5.057,-6.016
1915,-5.665,-7.426
1916,-5.824,-6.278
1917,-5.021,-5.925
1918,-5.608,-5.809
1919,-5.445,-7.295
1920,0.042,0.059
1921,0.067,0.072
1922,0.108,0.121
1923,0.099,0.103
1924,0.057,0.069
1925,0.062,0.039
1926,0.041,-0.037
1927,-0.054,-0.120
1928,-0.153,-0.131
1929,0.034,0.041
1930,0.068,0.068
1931,0.066,0.072
1932,0.058,0.044
1933,0.163,0.181
1934,0.138,0.171
1935,0.125,0.130
1936,0.117,0.108
1937,0.389,0.390
1938,0.388,0.403
1939,0.376,0.369
1940,0.344,0.366
1941,0.238,0.231
1942,0.307,0.295
1943,0.011,0.031
1944,0.139,0.181
1945,-0.687,-0.644
1946,-0.156,-0.145
1947,-0.476,-0.424
1948,-0.278,-0.233
1949,-0.161,-0.056
1950,-0.280,-0.269
1951,0.102,0.112
1952,0.161,0.208
1953,-0.093,-0.100
1954,-0.022,-0.022
1955,-0.017,0.000
1956,-0.023,-0.030
1957,-0.115,-0.081
1958,-0.039,-0.041
1959,0.105,0.109
1960,0.065,0.067
1961,0.058,0.052
1962,0.031,0.012
1963,0.054,0.054
1964,0.053,0.049
1965,0.026,-0.033
1966,0.041,0.113
1967,0.045,0.079
1968,0.047,0.055
1969,0.063,0.051
1970,0.103,0.121
1971,0.079,0.060
1972,0.072,0.089
1973,0.129,0.177
1974,0.082,0.088
1975,0.088,0.114
1976,0.048,0.055
1977,0.083,0.136
1978,0.056,0.072
1979,0.045,0.068
1980,-0.019,0.006
1981,-0.004,0.014
1982,-0.016,0.000
1983,0.033,0.062
1984,-0.057,-0.041
1985,0.015,0.068
1986,-0.025,0.008
1987,-0.024,0.015
1988,-0.072,-0.058
1989,-0.057,0.021
1990,-0.098,-0.066
1991,0.039,0.281
1992,0.071,0.460
1993,0.008,0.131
1994,0.034,0.209
1995,0.042,0.474
1996,0.056,0.257
1997,0.030,0.223
1998,0.030,0.190
1999,0.028,0.230
2000,0.068,0.491
2001,-0.003,-0.377
2002,0.046,0.045
2003,0.013,0.015
2004,0.033,-0.014
2005,0.022,0.004
2006,0.023,-0.049
2007,0.056,0.113
2008,0.006,-0.036
2009,0.025,0.159
2010,0.031,-0.152
2011,0.055,0.138
2012,0.079,0.111
2013,0.045,0.161
2014,-0.175,-0.236
2015,-0.131,-0.624
2016,-0.268,-0.202
2017,-0.311,-1.025
2018,-0.271,-0.236
2019,-0.204,-0.954
2020,-0.190,-0.271
2021,-0.212,-0.793
2022,-0.089,-0.088
2023,-0.217,-0.732
2024,0.134,0.091
2025,0.120,-0.031
2026,0.069,0.014
2027,-0.577,-2.145
2028,-0.440,-0.433
2029,-0.553,-1.498
2030,-0.291,-0.362
2031,0.125,0.118
2032,0.114,0.120
2033,0.117,0.111
2034,0.116,0.118
2035,0.085,0.081
2036,0.036,0.047
2037,0.049,0.065
2038,0.047,0.051
2039,0.050,0.060
2040,0.047,0.073
2041,0.039,0.010
2042,0.017,0.032
2043,0.039,0.041
2044,-0.446,-0.463
2045,-0.282,-0.304
2046,-0.326,-0.367
2047,-0.373,-0.399
2048,-0.131,-0.154
2049,0.079,0.065
2050,0.031,0.008
2051,0.011,-0.017
2052,-0.065,-0.098
2053,-0.021,-0.043
2054,0.060,0.091
2055,0.039,0.007
2056,-0.021,-0.043
2057,0.068,0.043
2058,0.055,0.049
2059,0.046,0.019
2060,0.044,0.128
2061,0.006,-0.021
2062,0.003,-0.025
2063,0.026,0.022
2064,0.029,0.022
2065,0.068,0.055
2066,-0.075,-0.050
2067,-0.077,-0.053
2068,-0.052,-0.082
2069,-0.136,-0.120
2070,0.002,0.006
2071,0.019,0.036
2072,0.061,0.086
2073,-0.019,-0.017
2074,-0.058,0.163
2075,-0.544,-0.469
2076,0.081,0.093
2077,0.046,0.084
2078,0.011,0.064
2079,-0.049,-0.039
2080,0.045,0.051
2081,-0.005,0.005
2082,0.009,0.016
2083,0.006,0.016
2084,-0.003,0.021
2085,0.020,0.027
2086,0.007,0.014
2087,-0.014,0.001
2088,-0.210,-0.316
2089,-0.049,-0.035
2090,-0.138,-0.121
2091,-0.008,0.002
2092,-0.058,-0.046
2093,-0.015,0.009
2094,0.027,0.036
2095,0.002,0.003
2096,0.012,0.020
2097,0.002,0.007
2098,-0.024,-0.011
2099,0.027,0.247
2100,-0.261,-0.803
2101,-0.004,-0.414
2102,-0.294,-0.324
2103,-0.086,0.198
2104,-0.075,-0.213
2105,-0.179,-0.679
2106,-0.094,-0.110
2107,0.033,-0.884
2108,0.085,0.613
2109,0.036,0.068
2110,-0.088,0.252
2111,-2.400,-2.358
2112,-3.044,-3.076
2113,-0.685,-0.641
2114,-2.126,-1.992
2115,-0.897,-0.872
2116,-0.220,-0.363
2117,-0.321,-0.492
2118,-0.425,-0.598
2119,-0.487,-1.949
2120,-0.453,-0.898
2121,-0.384,-1.352
2122,-0.312,0.427
2123,-0.371,-0.494
2124,-0.185,-0.264
2125,-0.354,-0.661
2126,-0.562,-0.661
2127,-0.420,0.339
2128,-0.451,-1.789
2129,-0.446,-0.297
2130,0.112,0.023
2131,0.115,-0.271
2132,0.025,-0.968
2133,-0.575,-0.387
2134,-0.374,0.245
2135,-0.169,-0.255
2136,-0.281,-0.750
2137,-0.791,-0.342
2138,-1.784,1.982
2139,-1.021,-1.425
2140,-1.032,-1.131
2141,-0.389,-0.504
2142,-0.588,1.268
2143,-1.398,-1.235
2144,0.037,0.036
2145,0.020,0.028
2146,0.037,0.035
2147,-0.032,-0.096
2148,-0.036,-0.058
2149,-0.009,-0.026
2150,-0.059,-0.054
2151,-0.047,-0.048
2152,-0.059,-0.061
2153,-0.134,-0.257
2154,-0.010,0.037
2155,-0.002,0.010
2156,-0.002,-0.002
2157,0.041,0.054
2158,-0.010,0.009
2159,0.022,-0.065
2160,0.017,0.018
2161,0.011,0.008
2162,0.021,0.057
2163,-0.015,-0.012
2164,0.010,-0.007
2165,0.005,-0.004
2166,0.006,0.032
2167,-0.015,0.000
2168,0.031,0.067
2169,0.085,0.089
2170,-0.009,-0.013
2171,0.083,0.039
2172,0.031,-0.024
2173,-0.033,-0.051
2174,0.028,0.038
2175,0.004,0.075
2176,-0.013,-0.052
2177,-0.141,-0.070
2178,-0.006,-0.092
2179,-0.097,-0.053
2180,-0.139,-1.114
2181,-0.137,-0.062
2182,-0.172,-0.211
2183,-0.019,-0.005
2184,-0.057,-0.206
2185,0.118,0.128
2186,0.049,0.049
2187,0.009,0.011
2188,-0.107,-0.106
2189,0.006,0.078
2190,0.040,0.038
2191,0.010,0.014
2192,-0.044,-0.041
2193,0.012,0.011
2194,0.045,0.046
2195,-0.009,0.007
2196,-0.048,-0.047
2197,0.009,0.009
2198,-0.084,-0.090
2199,0.012,0.011
2200,-0.167,-0.170
2201,-0.016,-0.001
2202,0.159,0.141
2203,0.121,0.138
2204,0.086,0.053
2205,0.103,0.107
2206,0.068,0.088
2207,0.072,0.092
2208,0.108,0.110
2209,0.076,0.082
2210,0.050,0.087
2211,0.029,0.056
2212,0.080,0.088
2213,0.123,0.126
2214,0.130,0.128
2215,0.115,0.117
2216,0.120,0.113
2217,0.125,0.115
2218,0.056,0.052
2219,0.077,0.073
2220,-0.055,-0.069
2221,-0.017,-0.027
2222,-0.077,-0.098
2223,0.076,0.099
2224,0.066,0.060
2225,0.074,0.165
2226,0.059,0.060
2227,0.056,0.061
2228,0.073,0.083
2229,0.015,0.407
2230,-0.036,-0.048
2231,0.011,0.015
2232,0.005,0.083
2233,0.002,-0.050
2234,0.002,-0.385
2235,0.001,-0.111
2236,0.003,0.043
2237,0.016,0.020
2238,0.013,0.069
2239,-4.417,-4.106
2240,-585.799,-561.818
2241,-985.360,-953.581
2242,-32.147,-30.939
2243,-930.078,-912.620
2244,-894.290,-937.984
2245,-11.264,-10.970
2246,-30.870,-29.267
2247,-284.423,-288.359
2248,-6.910,-7.401
2249,-1.912,-1.945
2250,-4.061,-3.533
2251,-2.202,-2.572
2252,-2.863,-2.451
2253,-1.581,-0.163
2254,-2.164,-2.058
2255,-3.502,-4.578
2256,-3.272,-3.191
2257,-2.921,-5.699
2258,-3.746,-4.567
2259,-3.446,-4.032
2260,-6.656,3.328
2261,-14.052,-11.921
2262,0.039,0.041
2263,0.044,0.048
2264,0.016,0.015
2265,0.041,0.039
2266,0.034,0.034
2267,0.044,0.056
2268,0.006,0.006
2269,0.058,-0.008
2270,0.055,0.046
2271,0.108,0.099
2272,0.131,0.131
2273,0.108,0.099
2274,0.129,0.119
2275,0.120,0.108
2276,0.120,0.107
2277,0.072,0.093
2278,0.071,0.076
2279,-0.030,0.015
2280,0.053,0.064
2281,0.089,0.117
2282,0.127,0.127
2283,0.022,0.028
2284,0.057,0.065
2285,0.048,0.051
2286,0.090,0.051
2287,0.012,0.101
2288,0.049,-0.311
2289,-0.047,-0.044
2290,0.110,0.613
2291,0.007,0.538
2292,0.025,-0.189
2293,-0.137,-0.488
2294,0.015,-8.916
2295,-0.188,3.252
2296,-0.287,-4.444
2297,-0.020,0.166
2298,0.082,0.130
2299,0.021,0.063
2300,0.023,0.080
2301,0.000,-0.002
2302,0.091,0.107
2303,0.166,0.184
2304,0.040,0.030
2305,0.054,0.142
2306,0.040,0.065
2307,0.263,0.290
2308,0.263,0.296
2309,0.224,0.258
2310,0.266,0.298
2311,0.252,0.288
2312,0.269,0.308
2313,0.227,0.270
2314,0.268,0.308
2315,0.251,0.294
2316,0.233,0.279
2317,0.219,0.262
2318,0.370,0.436
2319,0.228,0.254
2320,0.483,0.511
2321,0.656,0.656
2322,0.065,0.053
2323,0.023,0.009
2324,-0.152,-0.179
2325,0.142,0.136
2326,0.059,0.015
2327,0.012,0.163
2328,-0.092,-0.191
2329,0.063,0.098
2330,0.065,0.024
2331,-0.672,-0.715
2332,-0.033,-0.080
2333,-0.022,-0.009
2334,0.039,0.006
2335,0.033,0.039
2336,0.029,0.031
2337,0.120,0.114
2338,0.022,-0.453
2339,0.157,0.160
2340,0.109,0.074
2341,0.340,0.349
2342,0.312,0.312
2343,0.340,0.382
2344,0.320,0.327
2345,0.340,0.335
2346,0.310,0.331
2347,0.329,0.331
2348,0.306,0.305
2349,0.265,0.277
2350,0.217,0.216
2351,0.169,0.149
2352,0.251,0.216
2353,0.006,-0.043
2354,0.110,0.085
2355,0.098,0.039
2356,0.223,0.225
2357,0.299,0.278
2358,0.278,0.274
2359,-0.443,-0.593
2360,-0.243,-0.362
2361,-0.434,-0.870
2362,0.099,-0.103
2363,0.097,0.145
2364,0.155,0.150
2365,0.133,-0.036
2366,0.114,0.106
2367,0.087,0.176
2368,-0.031,0.027
2369,0.170,0.198
2370,0.216,0.306
2371,0.143,0.188
2372,0.104,0.247
2373,0.079,0.026
2374,0.056,0.013
2375,0.126,0.072
2376,0.188,0.244
2377,0.191,0.200
2378,-0.020,0.116
2379,0.046,0.041
2380,0.053,0.050
2381,0.061,0.070
2382,0.012,0.009
2383,0.028,0.023
2384,0.029,0.027
2385,0.005,0.004
2386,0.027,0.020
2387,0.029,0.029
2388,0.020,0.015
2389,0.003,-0.001
2390,0.014,0.007
2391,0.024,0.017
2392,0.011,0.005
2393,0.011,0.003
2394,0.011,0.007
2395,0.022,0.019
2396,0.016,0.011
2397,0.053,0.053
2398,0.125,0.125
2399,0.144,0.141
2400,0.007,0.011
2401,-0.004,0.007
2402,0.026,0.031
2403,0.014,0.020
2404,0.041,0.048
2405,0.056,0.062
2406,-0.013,-0.005
2407,0.015,0.021
2408,0.033,0.039
2409,0.037,0.044
2410,0.006,0.012
2411,0.018,0.024
2412,-0.009,-0.003
2413,-0.016,-0.205
2414,0.004,0.011
2415,0.013,-0.026
2416,0.001,0.008
2417,-0.045,-0.042
2418,0.035,0.037
2419,0.012,0.018
2420,0.073,0.076
2421,-6.191,-18.330
2422,-4.571,-4.424
2423,-9.063,-8.581
2424,-7.033,-9.441
2425,-24.213,-23.483
2426,-18.328,-17.887
2427,-33.920,-35.340
2428,-23.125,-23.552
2429,-61.127,-66.739
2430,-147.503,-156.503
2431,-178.239,-186.923
2432,0.157,0.158
2433,0.188,0.196
2434,0.152,0.137
2435,0.163,0.174
2436,0.150,0.138
2437,0.087,0.153
2438,0.153,0.146
2439,0.149,0.151
2440,0.148,0.143
2441,0.137,0.124
2442,0.142,0.135
2443,0.154,0.143
2444,0.154,0.151
2445,0.115,0.112
2446,0.087,0.071
2447,0.128,0.109
2448,0.059,0.053
2449,0.092,0.079
2450,-0.012,-0.028
2451,-0.079,-0.188
2452,0.158,0.161
2453,0.215,0.214
2454,0.190,0.171
2455,0.006,0.009
2456,0.027,0.033
2457,0.040,0.035
2458,0.018,-0.015
2459,0.017,-0.025
2460,0.035,-0.005
2461,0.051,0.041
2462,0.033,-0.006
2463,0.024,0.023
2464,0.033,0.052
