,상호명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
249023,주카페,음식,양식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 장문로 114-1,127.002249070233,37.526653298317
249059,피자누보5,음식,패스트푸드,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 이태원로 5-1,126.974988954766,37.5353402076705
249060,피자컴퍼니,음식,패스트푸드,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 녹사평대로32길 3,126.98899671097,37.5336678802512
249061,피자포텐,음식,패스트푸드,서울특별시,용산구,한남동,한남동,서울특별시 용산구 우사단로10길 79,126.999708636652,37.5322002882619
249106,용산집,음식,한식,서울특별시,용산구,원효로1동,원효로2가,서울특별시 용산구 원효로41길 62,126.960730837998,37.5354408478667
249114,하오츠마라탕,음식,중식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로 39,126.999339643208,37.5276378571438
249127,대추와자몽,음식,커피점/카페,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로46길 1,126.987100364559,37.537517120368
249164,라면전문점,음식,분식,서울특별시,용산구,원효로1동,원효로2가,서울특별시 용산구 백범로 332,126.965662743552,37.537998064781
249177,카페,음식,제과제빵떡케익,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 73,126.976509907949,37.5523741340517
249178,도레도레,음식,제과제빵떡케익,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로21나길 7,126.963222625326,37.527902979157
249192,블루포트,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로 59,127.003856103804,37.5342717150016
249214,스타벅스,음식,커피점/카페,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 서빙고로 17,126.966551441628,37.5268959526616
249263,2020프로,음식,분식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로 229-2,126.966965211414,37.5387303020047
249567,하이,음식,별식/퓨전요리,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로 185-1,126.973257986899,37.5353251702212
249583,제나나,음식,제과제빵떡케익,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 192,126.968408223948,37.5210463699505
249584,몰리,음식,별식/퓨전요리,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로46길 9-1,126.987441852381,37.5373668711121
249662,파파도나스,음식,패스트푸드,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로21나길 7,126.964724267123,37.5297632970146
249667,빙고180,음식,커피점/카페,서울특별시,용산구,서빙고동,동빙고동,서울특별시 용산구 서빙고로 291,126.995865590353,37.5209406072146
249736,코파카바나그릴,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로 142-1,126.98968317713,37.5339440693754
249737,BE,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 9-4,126.988044877826,37.5387956936177
249738,하드투포겟,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 3,126.987391584961,37.5385738422062
249739,라인드한남,음식,양식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로55길 11,127.000895177716,37.5382473526209
249778,오복함흥냉면,음식,한식,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로84길 4,126.972863306637,37.543476196073
250087,카페,음식,제과제빵떡케익,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로 272,127.00205464151,37.5386986700934
250114,디슨트하우스,음식,패스트푸드,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로3가길 35-5,126.984807813026,37.5413629207763
250117,빠이762,음식,유흥주점,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 소월로20길 6,126.985160256182,37.5462496160223
250118,럼퍼스룸,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 장문로 23,126.993093416648,37.5285578989796
250119,STAIRWAY,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 8,126.994883406343,37.5351237646859
250133,애플체인키친가든,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 장문로 27,126.995229824737,37.5303872017581
250171,흐이,음식,유흥주점,서울특별시,용산구,후암동,후암동,서울특별시 용산구 두텁바위로 71,126.980078753089,37.5462779163002
250172,INTOTHECAVE,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로 124,126.9942670284,37.5338390295211
250288,도리도리,음식,양식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로40길 14,126.969957565467,37.5301334352551
250662,독라멘,음식,일식/수산물,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 54-6,126.99213287986,37.5351994368511
250745,하프온즈,음식,커피점/카페,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로34길 35,126.978895386126,37.5517280160495
250746,라비앙코코,음식,커피점/카페,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 녹사평대로40길 51,126.988635534748,37.5344396880512
250747,올모스트홈카페,음식,커피점/카페,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로13길 12,126.989637376661,37.5398545437991
250798,오리앙떼,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로54길 16-9,127.002605486287,37.5372706585392
250799,써머레인,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로55가길 49,126.999245864215,37.5363501977256
250887,티켓투방콕,음식,별식/퓨전요리,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로87길 48-10,126.969426581416,37.5391212373466
251073,동양해물,음식,일식/수산물,서울특별시,용산구,용문동,용문동,서울특별시 용산구 효창원로42길 24,126.960142340876,37.5362646282925
251631,칸코,음식,일식/수산물,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로36길 25,126.999479604608,37.5340995592396
251726,통닭시대,음식,유흥주점,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 소월로20길 27,126.985355342723,37.5452150907472
251743,치보,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로26길 12,126.993147611592,37.5337844382475
251932,달콤서준,음식,한식,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 백범로79길 99,126.964594986666,37.5432057538181
251933,레전드고기한상,음식,한식,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 청파로71길 5,126.969491469495,37.5492044875445
252092,말라카이트,음식,패스트푸드,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로97길 13,126.969708291483,37.5416736521482
252147,미르,음식,일식/수산물,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 92,126.967506907091,37.5281657749007
252249,STIR,음식,양식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로84길 19,126.969371251145,37.5390306499559
252373,하리,음식,별식/퓨전요리,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 153-1,126.971196549255,37.533009562104
252477,꿀밤,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로23길 6,126.992783205625,37.534799514194
252703,어프로치,음식,양식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로40길 18-3,126.970367052526,37.5299748178284
252789,엘리먼트커피,음식,양식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로38가길 7-18,126.970041338303,37.5298007787788
252866,모두랑즉석떡볶이,음식,분식,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로47길 37-16,126.968029819222,37.5444071799983
252867,빨강떡볶이DTZ0,음식,분식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로89길 13-9,126.967972185653,37.5403790083094
253011,맘토스트,음식,패스트푸드,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 청파로 335,126.969646291228,37.5494671412536
253372,어반그린스페이스클라우드Cafe,음식,커피점/카페,서울특별시,용산구,후암동,후암동,서울특별시 용산구 신흥로 150-1,126.98152207217,37.5466598028016
253489,가즈아,음식,한식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로39길 10,126.968969293895,37.5312421084133
253502,콘솔러,음식,유흥주점,서울특별시,용산구,원효로1동,원효로2가,서울특별시 용산구 백범로 326,126.965038487397,37.5381367623109
253605,와인살롱,음식,양식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로 79-1,126.97628701496,37.5529488694623
254059,상유,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 우사단로10길 49,126.998229614959,37.532809474249
254129,제육대가,음식,한식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로54길 31,126.973330956968,37.5324784994519
254275,요기나하러,음식,한식,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로35길 51,126.976145911663,37.5491993045916
254337,데칼코마니,음식,한식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로 97-4,126.984879499895,37.545256053148
254362,청년다방,음식,분식,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 한강대로87길 4,126.971742087853,37.5443674820204
254365,CBAR,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로12길 4-2,127.001433441779,37.5335214051783
254489,정우김밥,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로 9,126.996588299133,37.5311736534131
254501,낫히든플레이스,음식,양식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로42길 24,127.003082138504,37.5431134690868
254543,이스트웨스트민즈,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로14길 16,126.996560865267,37.5340657838275
254544,이삼이,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로 232,126.99947057592,37.5356222533542
254548,카페토끼,음식,커피점/카페,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 소월로38길 24,126.990368492092,37.5435370649346
254606,족발야시장,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로14길 69,126.967673777033,37.5234457487921
254616,클럼지베이커리,음식,제과제빵떡케익,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로54길 31,126.973330956968,37.5324784994519
254771,가든스튜디오,음식,커피점/카페,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로40나길 53,126.988738204063,37.5368914146143
254810,덮다,음식,한식,서울특별시,용산구,청파동,서계동,서울특별시 용산구 효창원로 265-4,126.963572348707,37.5508646605118
254873,FILLUPCOFFEE,음식,커피점/카페,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 녹사평대로32길 3,126.98899671097,37.5336678802512
254906,명칭없음,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로40길 22,127.003447090103,37.5429002984511
254929,이티씨,음식,커피점/카페,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로43가길 17,126.968816749944,37.5439635328316
254943,일끼아쏘,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 녹사평대로40길 55-7,126.988723244024,37.5346476799928
254950,아노,음식,일식/수산물,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로 405,126.971711545358,37.5548283309992
254953,봉린,음식,일식/수산물,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로77길 19,126.974876251724,37.520426902219
254954,죠우,음식,일식/수산물,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로 99,126.974481816303,37.5533657046134
254958,꿈꾸는메밀,음식,분식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로21나길 7,126.963222625326,37.527902979157
254997,이심점심,음식,한식,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 청파로 335-8,126.969339156327,37.5495815963166
255113,THEPANTRY,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로26길 16,126.993273390631,37.5336863953628
255138,주주마마,음식,양식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로40길 28,126.970806885844,37.5300777668786
255205,남산한우,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로 120-2,126.994474902666,37.5335254330844
255209,힐즈앤유로파,음식,양식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로 35,126.987101237583,37.5416349085613
255256,싸일러,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 서빙고로 17,126.966551441628,37.5268959526616
255348,전술가,음식,유흥주점,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로62다길 1,126.973802112046,37.5335998918128
255506,84LOUNGE,음식,유흥주점,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로32길 2-1,126.992365325707,37.5397877486831
255544,램램램,음식,유흥주점,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로21가길 49,126.961534372464,37.5256355305056
255693,피비앤제이,음식,양식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 소월로20길 22,126.985226480579,37.5455383596087
255720,꽃한잔,음식,커피점/카페,서울특별시,용산구,용문동,용문동,서울특별시 용산구 효창원로37다길 1,126.958485077411,37.5374574226377
255815,아포르,음식,한식,서울특별시,용산구,효창동,효창동,서울특별시 용산구 효창원로 155,126.961899579918,37.5417314074069
255865,솔솥,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로54가길 26,127.001322189551,37.5367732469078
255892,냉삼전문점후암역,음식,한식,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 7,126.978105975126,37.5465491937046
255944,역전할머니맥주,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로34길 10,127.005968586611,37.5328208069037
256008,숙대앞맛있는샌드위치,음식,커피점/카페,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 74,126.966425343535,37.5450509085367
256063,무모한초밥,음식,일식/수산물,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 52,126.967626095925,37.5449622981408
256088,소녀방앗간,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로21나길 7,126.964724267123,37.5297632970146
256127,로우와인,음식,양식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로87길 48-7,126.969435911472,37.5392654859532
256250,정임이네순대국,음식,한식,서울특별시,용산구,남영동,남영동,서울특별시 용산구 두텁바위로 10,126.973226630914,37.5450381627478
256282,에퀴레,음식,한식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 139,126.970125848916,37.5318829324499
256288,키보,음식,한식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로50길 17,126.971960778393,37.5317367321023
256430,오든,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로54길 58-20,127.00062228385,37.5358032047994
256452,와인차밍,음식,유흥주점,서울특별시,용산구,원효로1동,원효로2가,서울특별시 용산구 새창로35길 6,126.961523725721,37.5361956903891
256775,김가나주곰탕,음식,한식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로 405,126.970466097946,37.549104864524
256787,파스쿠찌,음식,커피점/카페,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 서빙고로 17,126.966551441628,37.5268959526616
256804,나,음식,양식,서울특별시,용산구,청파동,서계동,서울특별시 용산구 청파로89길 56,126.966005717548,37.5533098002366
256805,르,음식,양식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로40가길 13,126.971363489169,37.5307403801676
256865,텔라네,음식,별식/퓨전요리,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로30길 4,127.005478288627,37.5331050143491
256873,쭈왕,음식,일식/수산물,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 69,126.976594171758,37.552005436638
256890,피어,음식,양식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로62길 45-25,126.974053019645,37.5326289420985
256895,해장쿡,음식,한식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 95,126.966638215317,37.5288069302388
256902,본래순대,음식,별식/퓨전요리,서울특별시,용산구,원효로1동,원효로2가,서울특별시 용산구 원효로 153-4,126.96018135613,37.5350846032724
256907,행운보다행복,음식,커피점/카페,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 두텁바위로1길 26,126.973840556963,37.5456562097666
256915,포어포어포어,음식,유흥주점,서울특별시,용산구,청파동,서계동,서울특별시 용산구 만리재로 180-1,126.966299432979,37.5541683624419
256959,커피온더로드,음식,커피점/카페,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로52길 3-3,126.97159919016,37.5325265043554
256988,먼데이모닝마켓,음식,양식,서울특별시,용산구,원효로1동,원효로2가,서울특별시 용산구 원효로71길 8,126.964646860715,37.5378179636102
256989,봉쥬르,음식,양식,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 청파로 320-39,126.97063009167,37.5487008247525
256990,금은돈,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로14가길 14,126.964903143993,37.524187388047
257016,아띠끄테이블,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로21길 27,127.006513613722,37.5335282111418
257025,지랄닭발,음식,한식,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 청파로71길 5,126.969491469495,37.5492044875445
257039,넙딱집,음식,한식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 우사단로2길 1,126.996864998953,37.5307885534472
257058,핏제리아오,음식,패스트푸드,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 72,126.994339754372,37.540219061687
257087,식사준비,음식,음식배달서비스,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 백범로99길 40,126.971821599509,37.5361055927172
257141,요거몬스터,음식,커피점/카페,서울특별시,용산구,용문동,용문동,서울특별시 용산구 백범로74길 26,126.962367782722,37.5381583769852
257154,포이,음식,양식,서울특별시,용산구,용문동,용문동,서울특별시 용산구 새창로 128-9,126.96067820679,37.5359720010606
257212,플랜씨,음식,유흥주점,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 청파로71길 13,126.968869235957,37.5491900448332
257224,그랜드머큐어알라메종WineNDine,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 청파로20길 95,126.960866849657,37.532162240838
257262,오오비,음식,한식,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로 268-1,126.973049958716,37.5422433884496
257320,청년피자,음식,패스트푸드,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로28길 1,126.991870895158,37.5395312355957
257372,피트스트릿,음식,커피점/카페,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로30길 25,126.968905154698,37.5276824156021
257378,유니온비사이드,음식,한식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로46길 10,126.987398180716,37.5372493605938
257390,블랙버드커피,음식,커피점/카페,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로43가길 2,126.969748035349,37.5437193696482
257576,트릿,음식,커피점/카페,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 서빙고로 17,126.966551441628,37.5268959526616
257588,카츠8,음식,일식/수산물,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로21나길 7,126.964724267123,37.5297632970146
257638,원스쿠키즈,음식,커피점/카페,서울특별시,용산구,후암동,후암동,서울특별시 용산구 신흥로36길 7,126.982091387717,37.5464034091174
257742,생명수,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로20가길 7-5,126.992413092548,37.5337151001003
257764,부라더키친,음식,한식,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 20-2,126.96934596856,37.5449773226559
257806,텐파마라탕마라샹꿔,음식,중식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로38길 11-22,126.969891547758,37.5299977024787
257860,9라운드,음식,한식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로 210-7,126.987430798191,37.536510782129
257937,레드애플,음식,제과제빵떡케익,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로21나길 7,126.964724267123,37.5297632970146
257940,꼬꼬김밥라면,음식,분식,서울특별시,용산구,남영동,남영동,서울특별시 용산구 두텁바위로 4,126.972479966098,37.5450226571869
257990,BHC치킨,음식,한식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 백범로99길 40,126.971821599509,37.5361055927172
258011,다움,음식,유흥주점,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로14가길 8,126.965104640659,37.5243423318452
258146,뚜레쥬르,음식,제과제빵떡케익,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로 405,126.971711545358,37.5548283309992
258149,카페,음식,커피점/카페,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로4길 30,126.979659617129,37.5471392978949
258159,파운즈,음식,양식,서울특별시,용산구,후암동,후암동,서울특별시 용산구 두텁바위로38길 29-17,126.983922438956,37.5474013186684
258160,웰컴레코즈,음식,양식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로 63,126.987082079132,37.5438873582963
258169,에그맛있다,음식,커피점/카페,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로45길 39,126.968345269748,37.5445090513449
258174,멜리멜로,음식,제과제빵떡케익,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 274,126.977094622434,37.5186890919656
258188,살루드,음식,양식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 소월로20길 50,126.984719671332,37.5445248324304
258256,8호밥집,음식,한식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 새창로 181,126.964969110669,37.5325136326895
258284,땅스부대찌개,음식,한식,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 두텁바위로 5,126.972792458557,37.5453407415637
258373,아이엘커피,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로46길 9-1,126.987441852381,37.5373668711121
258383,몽키래빗,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 녹사평대로40길 45,126.988340168485,37.5345272627661
258418,남영출판사,음식,양식,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로76길 11-27,126.97359466314,37.5421309886461
258419,코타티,음식,양식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로40길 28,126.970806885844,37.5300777668786
258493,가타부타,음식,양식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로62길 34,126.973476497538,37.533416852606
258532,위베이크러브,음식,제과제빵떡케익,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로77길 24,126.964929170542,37.5394963814973
258600,리틀갱스터,음식,양식,서울특별시,용산구,용문동,도원동,서울특별시 용산구 새창로12길 11-3,126.957839120703,37.5391546970133
258624,투썸플레이스,음식,커피점/카페,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로 280-1,126.97280846353,37.5433495727711
258653,시드니참치,음식,일식/수산물,서울특별시,용산구,용문동,도원동,서울특별시 용산구 새창로14길 4,126.958199540254,37.5392750130877
258716,카페,음식,커피점/카페,서울특별시,용산구,청파동,서계동,서울특별시 용산구 만리재로 158,126.964392861867,37.5529082163719
258736,KONTEMPORARY1,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로54길 48,127.001248880716,37.5363311135978
258760,까,음식,분식,서울특별시,용산구,청파동,서계동,서울특별시 용산구 효창원로 259-1,126.963567395587,37.5504050852366
258820,MTL한남,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로49길 24,126.999043173573,37.5371233805831
258821,하이,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로54길 68-5,127.000911616584,37.5353190872828
258890,앤드다이닝,음식,별식/퓨전요리,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로54길 82,127.000630459656,37.5351905615634
258966,JJ마호니즈,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 소월로 322,126.996224334453,37.5397575418438
259011,신전떡볶이,음식,분식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 29-1,126.989844071935,37.539631050587
259044,질할브로스,음식,별식/퓨전요리,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 58,126.992091020838,37.5349467863886
259054,빅라이츠,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로20길 61-17,127.010199391557,37.5354513633018
259148,만천재,음식,한식,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로 297,126.97004244874,37.5461727778996
259161,챔프커피,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로55길 60-16,126.999263065341,37.5384497837175
259190,한주디,음식,한식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로26길 42,126.989811820923,37.5386666550804
259353,스모,음식,패스트푸드,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 248,126.975003784208,37.5193737827583
259372,키녹,음식,유흥주점,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 153,126.971095968606,37.5329185812191
259429,디네트,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 33,126.990396282122,37.5397979615116
259466,밀도메인,음식,제과제빵떡케익,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 백범로99길 40,126.971821599509,37.5361055927172
259493,에튀베,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 9-4,126.988044877826,37.5387956936177
259512,잭슨피자,음식,양식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로 187,126.973278514053,37.5354785264681
259701,우연의일치,음식,커피점/카페,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 청파로 330-32,126.970538947933,37.5487450823061
259787,블라썸인서울,음식,한식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로 59,126.987243046548,37.5436995194485
259803,피에이치푸드앤비버리지,음식,한식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 우사단로 6,126.996874260582,37.5309418102966
259892,롱브르378,음식,양식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로10길 11-54,126.964830542646,37.5245291494715
259900,불이아,음식,중식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로 211,126.99726142589,37.534981792594
259950,시칠리,음식,양식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로55가길 13,127.000428286132,37.5376216787881
259990,소감,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로20길 13,126.992141572514,37.5337127831065
260038,원어슬라이스,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로 222,126.987046232598,37.5373364467507
260052,남산국수,음식,한식,서울특별시,용산구,후암동,후암동,서울특별시 용산구 소월로2길 5,126.976805309949,37.5547734694671
260054,빽다방,음식,커피점/카페,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 서빙고로 17,126.966551441628,37.5268959526616
260099,빙달,음식,패스트푸드,서울특별시,용산구,용문동,도원동,서울특별시 용산구 새창로 70,126.9549275206,37.5385973487808
260107,고두리,음식,한식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로39길 10,126.968969293895,37.5312421084133
